cust_id,transaction_id,date,product_id,coupon_status,coupon_code,discount_percentage,delivery_charges,quantity
12356,38216,2019-09-15,B07XLML2YS,Not Used,ELEC30,0.3,6.0,1
12356,38217,2019-09-15,B07GXHC691,Not Used,OFF30,0.3,6.0,2
12356,38217,2019-09-15,B07Z1X6VFC,Used,AIO30,0.3,6.0,1
12356,38217,2019-09-15,B08D9NDZ1Y,Not Used,OFF30,0.3,6.0,3
12356,38217,2019-09-15,B08XMG618K,Not Used,OFF30,0.3,6.0,5
12356,38217,2019-09-15,B095X38CJS,Used,OFF30,0.3,6.0,5
12356,38217,2019-09-15,B09KGV7WSV,Used,OFF30,0.3,6.0,2
12356,38217,2019-09-15,B0B2PQL5N3,Not Used,OFF30,0.3,6.0,2
12356,38217,2019-09-15,B0B9XLX8VR,Used,OFF30,0.3,6.0,2
12356,38218,2019-09-15,B09DL9978Y,Used,ELEC30,0.3,6.0,1
12356,38219,2019-09-15,B00SMFPJG0,Not Used,SALE30,0.3,6.0,2
12356,38219,2019-09-15,B00SMFPJG0,Used,SALE30,0.3,6.0,3
12356,38219,2019-09-15,B0B9XLX8VR,Not Used,EXTRA30,0.3,6.0,3
12356,38219,2019-09-15,B0B9XLX8VR,Used,EXTRA30,0.3,6.0,2
12356,38220,2019-09-15,B0BBN4DZBD,Used,NE30,0.3,6.0,1
12356,38221,2019-09-15,B06XR9PR5X,Not Used,SALE30,0.3,6.0,1
12356,38222,2019-09-15,B078W65FJ7,Not Used,SALE30,0.3,75.0,2
12356,38222,2019-09-15,B07CRL2GY6,Not Used,SALE30,0.3,75.0,1
12356,38222,2019-09-15,B07JZSG42Y,Used,SALE30,0.3,75.0,1
12356,38222,2019-09-15,B08NCKT9FG,Not Used,SALE30,0.3,75.0,1
12356,38222,2019-09-15,B09Y5FZK9N,Not Used,EXTRA30,0.3,75.0,1
12356,38222,2019-09-15,B0B6F7LX4C,Not Used,EXTRA30,0.3,75.0,1
12359,36385,2019-08-23,B01J1CFO5I,Used,HGEAR20,0.2,6.0,1
12359,36386,2019-08-23,B09DL9978Y,Not Used,ELEC20,0.2,6.0,1
12359,36387,2019-08-23,B01JOFKL0A,Not Used,SALE20,0.2,6.0,13
12359,36387,2019-08-23,B06XR9PR5X,Not Used,SALE20,0.2,6.0,20
12359,36387,2019-08-23,B06XR9PR5X,Used,SALE20,0.2,6.0,5
12359,36387,2019-08-23,B078W65FJ7,Not Used,SALE20,0.2,6.0,29
12359,36387,2019-08-23,B07LFWP97N,Not Used,SALE20,0.2,6.0,1
12359,36387,2019-08-23,B07Z1X6VFC,Not Used,SALE20,0.2,6.0,1
12359,36387,2019-08-23,B08NCKT9FG,Not Used,SALE20,0.2,6.0,15
12370,28947,2019-05-26,B00N1U9AJS,Not Used,EXTRA20,0.2,6.0,1
12370,28947,2019-05-26,B083GKDRKR,Used,BT20,0.2,6.0,1
12370,28948,2019-05-26,B0B9XLX8VR,Not Used,EXTRA20,0.2,12.48,70
12370,28948,2019-05-26,B0B9XLX8VR,Used,EXTRA20,0.2,12.48,20
12370,28949,2019-05-26,B07XLML2YS,Not Used,ELEC20,0.2,6.0,1
12370,28951,2019-05-26,B09Y5FZK9N,Not Used,EXTRA20,0.2,6.0,1
12370,28952,2019-05-26,B09DL9978Y,Not Used,ELEC20,0.2,6.0,1
12370,28953,2019-05-26,B07Z1X6VFC,Not Used,SALE20,0.2,6.0,1
12370,28953,2019-05-26,B08NCKT9FG,Not Used,SALE20,0.2,6.0,1
12370,28953,2019-05-26,B08NCKT9FG,Used,SALE20,0.2,6.0,1
12370,28953,2019-05-26,B09RF2QXGX,Used,SALE20,0.2,6.0,1
12370,28954,2019-05-26,B07XLML2YS,Not Used,ELEC20,0.2,6.0,2
12370,28955,2019-05-26,B07XLML2YS,Used,ELEC20,0.2,6.0,2
12370,28955,2019-05-26,B09DL9978Y,Not Used,ELEC20,0.2,6.0,1
12370,28956,2019-05-26,B095X38CJS,Not Used,OFF20,0.2,6.0,99
12370,28956,2019-05-26,B09Y5FZK9N,Not Used,EXTRA20,0.2,6.0,5
12370,28958,2019-05-26,B06XMZV7RH,Used,SALE20,0.2,6.0,1
12370,28959,2019-05-26,B09DL9978Y,Not Used,ELEC20,0.2,6.0,1
12370,28962,2019-05-26,B06XMZV7RH,Not Used,SALE20,0.2,6.0,1
12370,28962,2019-05-26,B08DDRGWTJ,Used,SALE20,0.2,6.0,1
12370,28962,2019-05-26,B09BCNQ9R2,Not Used,SALE20,0.2,6.0,1
12370,28964,2019-05-26,B09DL9978Y,Not Used,NCA20,0.2,8.7,1
12370,28965,2019-05-26,B07XLML2YS,Not Used,NCA20,0.2,8.7,1
12370,28966,2019-05-26,B07XLML2YS,Not Used,ELEC20,0.2,6.0,1
12370,28967,2019-05-26,B00J5DYCCA,Used,SALE20,0.2,6.0,1
12370,28967,2019-05-26,B07GXHC691,Not Used,OFF20,0.2,6.0,1
12370,28967,2019-05-26,B08H21B6V7,Used,EXTRA20,0.2,6.0,1
12370,28967,2019-05-26,B09TY4MSH3,Not Used,SALE20,0.2,6.0,1
12370,28967,2019-05-26,B0BCZCQTJX,Not Used,SALE20,0.2,6.0,1
12370,28968,2019-05-26,B07232M876,Not Used,SALE20,0.2,6.0,1
12370,28968,2019-05-26,B09RF2QXGX,Not Used,SALE20,0.2,6.0,1
12370,28969,2019-05-26,B07XLML2YS,Not Used,NCA20,0.2,8.7,1
12370,28970,2019-05-26,B06XMZV7RH,Used,SALE20,0.2,6.0,1
12370,28970,2019-05-26,B08DDRGWTJ,Not Used,SALE20,0.2,6.0,1
12370,28970,2019-05-26,B095X38CJS,Used,OFF20,0.2,6.0,2
12370,28970,2019-05-26,B0B9XLX8VR,Not Used,EXTRA20,0.2,6.0,1
12370,28971,2019-05-26,B07GXHC691,Not Used,OFF20,0.2,6.0,1
12370,28971,2019-05-26,B08BG4M4N7,Used,AIO20,0.2,6.0,1
12370,28971,2019-05-26,B08H21B6V7,Not Used,AIO20,0.2,6.0,1
12370,28971,2019-05-26,B08H21B6V7,Used,EXTRA20,0.2,6.0,3
12370,28971,2019-05-26,B08XMG618K,Not Used,OFF20,0.2,6.0,8
12370,28971,2019-05-26,B095X38CJS,Not Used,OFF20,0.2,6.0,8
12370,28971,2019-05-26,B09Y5FZK9N,Not Used,EXTRA20,0.2,6.0,14
12370,28971,2019-05-26,B0B2PQL5N3,Not Used,OFF20,0.2,6.0,1
12370,28972,2019-05-26,B0B9XLX8VR,Not Used,AIO20,0.2,6.0,1
12370,28973,2019-05-26,B07VX71FZP,Not Used,ELEC20,0.2,26.43,1
12370,28973,2019-05-26,B07Z1X6VFC,Not Used,OFF20,0.2,26.43,1
12370,28974,2019-05-26,B07XLML2YS,Used,ELEC20,0.2,6.0,1
12370,28975,2019-05-26,B084872DQY,Not Used,SALE20,0.2,6.0,1
12370,28975,2019-05-26,B08NCKT9FG,Not Used,SALE20,0.2,6.0,1
12370,28976,2019-05-26,B00VA7YYUO,Not Used,SALE20,0.2,6.0,1
12370,28977,2019-05-26,B07GXHC691,Not Used,OFF20,0.2,6.0,20
12370,28977,2019-05-26,B08H21B6V7,Not Used,EXTRA20,0.2,6.0,20
12370,28977,2019-05-26,B0B2PQL5N3,Not Used,OFF20,0.2,6.0,43
12370,28977,2019-05-26,B0B2RBP83P,Used,OFF20,0.2,6.0,30
12370,28977,2019-05-26,B0B6F7LX4C,Not Used,EXTRA20,0.2,6.0,20
12370,28977,2019-05-26,B0B9XLX8VR,Not Used,EXTRA20,0.2,6.0,20
12370,28978,2019-05-26,B07GXHC691,Not Used,OFF20,0.2,12.99,5
12370,28978,2019-05-26,B08RWCZ6SY,Used,OFF20,0.2,12.99,5
12370,28980,2019-05-26,B07XLML2YS,Not Used,ELEC20,0.2,6.0,1
12370,28981,2019-05-26,B09DL9978Y,Not Used,ELEC20,0.2,6.0,1
12370,28982,2019-05-26,B07L5L4GTB,Used,EXTRA20,0.2,6.0,1
12370,28982,2019-05-26,B0B2PQL5N3,Not Used,OFF20,0.2,6.0,1
12370,28982,2019-05-26,B0BBN56J5H,Not Used,NJ20,0.2,6.0,1
12370,28983,2019-05-26,B07XLML2YS,Not Used,ELEC20,0.2,6.0,4
12370,28984,2019-05-26,B01N90RZ4M,Used,ELEC20,0.2,6.0,2
12370,28987,2019-05-26,B09DL9978Y,Not Used,ELEC20,0.2,6.0,1
12370,28988,2019-05-26,B00LZLQ624,Not Used,NJ20,0.2,27.32,60
12370,28988,2019-05-26,B095X38CJS,Not Used,OFF20,0.2,27.32,60
12370,28989,2019-05-26,B00KRCBA6E,Used,SALE20,0.2,6.0,1
12370,28990,2019-05-26,B07GXHC691,Not Used,OFF20,0.2,6.0,1
12370,28990,2019-05-26,B08PKBMJKS,Not Used,SALE20,0.2,6.0,1
12370,28990,2019-05-26,B0B6F7LX4C,Not Used,BT20,0.2,6.0,1
12370,28992,2019-05-26,B07XLML2YS,Not Used,ELEC20,0.2,12.99,3
12370,28993,2019-05-26,B07XLML2YS,Not Used,ELEC20,0.2,6.0,1
12370,28994,2019-05-26,B07Z1X6VFC,Not Used,SALE20,0.2,6.0,1
12370,28994,2019-05-26,B0B2RBP83P,Not Used,OFF20,0.2,6.0,1
12370,31175,2019-06-25,B07GXHC691,Used,OFF30,0.3,6.0,1
12370,31176,2019-06-25,B08DDRGWTJ,Not Used,SALE30,0.3,12.99,1
12370,31178,2019-06-25,B0B9XLX8VR,Not Used,EXTRA30,0.3,6.5,30
12370,31179,2019-06-25,B07XLML2YS,Used,ELEC30,0.3,6.0,2
12370,31180,2019-06-25,B07K19NYZ8,Not Used,ELEC30,0.3,6.0,1
12370,31180,2019-06-25,B07VX71FZP,Not Used,ELEC30,0.3,6.0,1
12373,45992,2019-12-07,B08D9NDZ1Y,Not Used,OFF30,0.3,12.48,6
12373,45992,2019-12-07,B0B9XLX8VR,Not Used,SALE30,0.3,12.48,4
12373,45993,2019-12-07,B00SMFPJG0,Used,SALE30,0.3,6.5,1
12373,45993,2019-12-07,B00Y4ORQ46,Used,ELEC30,0.3,6.5,1
12373,45993,2019-12-07,B07XLML2YS,Not Used,ELEC30,0.3,6.5,1
12373,45993,2019-12-07,B08DDRGWTJ,Not Used,SALE30,0.3,6.5,2
12373,45993,2019-12-07,B08NCKT9FG,Not Used,SALE30,0.3,6.5,1
12373,45993,2019-12-07,B08XMG618K,Not Used,OFF30,0.3,6.5,1
12373,45993,2019-12-07,B095X38CJS,Not Used,OFF30,0.3,6.5,1
12373,45993,2019-12-07,B09P182Z2H,Not Used,OFF30,0.3,6.5,1
12373,45994,2019-12-07,B0B9XLX8VR,Not Used,SALE30,0.3,6.5,1
12373,45995,2019-12-07,B09LHYZ3GJ,Used,SALE30,0.3,6.5,1
12373,45996,2019-12-07,B07XLML2YS,Not Used,ELEC30,0.3,6.5,1
12377,31902,2019-07-05,B07XLML2YS,Used,ELEC10,0.1,6.0,1
12377,31903,2019-07-05,B01N90RZ4M,Not Used,ELEC10,0.1,6.0,3
12377,31903,2019-07-05,B09DL9978Y,Used,ELEC10,0.1,6.0,1
12377,31904,2019-07-05,B00LZLQ624,Used,OFF10,0.1,26.43,6
12377,31904,2019-07-05,B07Z1X6VFC,Not Used,AIO10,0.1,26.43,6
12377,31904,2019-07-05,B0B9XLX8VR,Used,EXTRA10,0.1,26.43,6
12377,31905,2019-07-05,B00KRCBA6E,Not Used,SALE10,0.1,6.0,1
12377,31906,2019-07-05,B07XLML2YS,Used,ELEC10,0.1,6.0,1
12377,31907,2019-07-05,B08H21B6V7,Not Used,AIO10,0.1,6.0,1
12377,31908,2019-07-05,B07Z1X6VFC,Not Used,OFF10,0.1,6.0,1
12377,31909,2019-07-05,B095X38CJS,Not Used,OFF10,0.1,6.0,2
12377,31909,2019-07-05,B09KGV7WSV,Used,OFF10,0.1,6.0,1
12377,31909,2019-07-05,B09VT6JKRP,Not Used,SALE10,0.1,6.0,1
12377,31909,2019-07-05,B09Y5FZK9N,Not Used,EXTRA10,0.1,6.0,1
12377,31910,2019-07-05,B01N90RZ4M,Not Used,ELEC10,0.1,6.0,3
12377,31910,2019-07-05,B07XLML2YS,Not Used,ELEC10,0.1,6.0,2
12377,31910,2019-07-05,B07XLML2YS,Used,ELEC10,0.1,6.0,2
12377,31911,2019-07-05,B07VX71FZP,Not Used,ELEC10,0.1,6.0,2
12377,31912,2019-07-05,B095X38CJS,Not Used,OFF10,0.1,30.59,150
12377,31912,2019-07-05,B0B9XLX8VR,Not Used,EXTRA10,0.1,30.59,145
12377,31913,2019-07-05,B00J5DYCCA,Not Used,SALE10,0.1,6.0,1
12377,31913,2019-07-05,B08NCKT9FG,Used,SALE10,0.1,6.0,1
12377,31913,2019-07-05,B0941392C8,Not Used,SALE10,0.1,6.0,1
12377,31914,2019-07-05,B07XLML2YS,Not Used,ELEC10,0.1,6.0,4
12377,31915,2019-07-05,B09VT6JKRP,Not Used,SALE10,0.1,6.0,1
12377,31915,2019-07-05,B09WN3SRC7,Used,SALE10,0.1,6.0,1
12377,31917,2019-07-05,B06XMZV7RH,Not Used,SALE10,0.1,6.5,1
12377,31917,2019-07-05,B07Z1X6VFC,Used,SALE10,0.1,6.5,1
12377,31917,2019-07-05,B08H21B6V7,Not Used,SALE10,0.1,6.5,2
12377,31917,2019-07-05,B08H21B6V7,Used,SALE10,0.1,6.5,1
12377,31917,2019-07-05,B08PKBMJKS,Not Used,SALE10,0.1,6.5,1
12377,31917,2019-07-05,B08PKBMJKS,Used,SALE10,0.1,6.5,1
12377,31917,2019-07-05,B09VT6JKRP,Not Used,SALE10,0.1,6.5,1
12377,31917,2019-07-05,B0B9XLX8VR,Not Used,SALE10,0.1,6.5,1
12377,31918,2019-07-05,B08PKBMJKS,Not Used,SALE10,0.1,19.99,1
12377,31918,2019-07-05,B08WLY8V9S,Used,OFF10,0.1,19.99,5
12377,31918,2019-07-05,B095X38CJS,Not Used,OFF10,0.1,19.99,2
12377,31918,2019-07-05,B09KGV7WSV,Not Used,OFF10,0.1,19.99,2
12377,44115,2019-11-21,B08H21B6V7,Not Used,SALE20,0.2,19.02,3
12377,44116,2019-11-21,B01N90RZ4M,Used,ELEC20,0.2,6.5,3
12377,44117,2019-11-21,B0BLV1GNLN,Not Used,NE20,0.2,6.5,2
12377,44118,2019-11-21,B09WN3SRC7,Not Used,SALE20,0.2,6.5,1
12377,44118,2019-11-21,B0B8CHJLWJ,Used,SALE20,0.2,6.5,1
12377,44119,2019-11-21,B00P0R95EA,Used,SALE20,0.2,6.5,1
12377,44119,2019-11-21,B0B9XLX8VR,Not Used,SALE20,0.2,6.5,2
12377,44120,2019-11-21,B00Y4ORQ46,Used,ELEC20,0.2,6.5,5
12377,44120,2019-11-21,B07VX71FZP,Not Used,ELEC20,0.2,6.5,2
12377,44120,2019-11-21,B09DL9978Y,Used,ELEC20,0.2,6.5,1
12377,44120,2019-11-21,B0BBN4DZBD,Not Used,NE20,0.2,6.5,3
12377,44120,2019-11-21,B0BLV1GNLN,Not Used,NE20,0.2,6.5,5
12377,44121,2019-11-21,B0BBN4DZBD,Not Used,NE20,0.2,6.5,1
12377,44122,2019-11-21,B07GXHC691,Not Used,OFF20,0.2,6.0,1
12377,44122,2019-11-21,B07Z1X6VFC,Used,AIO20,0.2,6.0,1
12377,44122,2019-11-21,B08D9NDZ1Y,Not Used,OFF20,0.2,6.0,1
12377,44123,2019-11-21,B08DDRGWTJ,Not Used,NE20,0.2,6.5,1
12377,44124,2019-11-21,B08G28Z33M,Not Used,AIO20,0.2,6.0,1
12377,44126,2019-11-21,B07VX71FZP,Not Used,NE20,0.2,6.5,1
12377,44127,2019-11-21,B07VX71FZP,Not Used,NE20,0.2,6.5,1
12377,44128,2019-11-21,B07VX71FZP,Used,ELEC20,0.2,6.5,1
12377,44129,2019-11-21,B00Y4ORQ46,Not Used,ELEC20,0.2,6.5,5
12377,44130,2019-11-21,B07XLML2YS,Not Used,ELEC20,0.2,6.5,2
12377,44136,2019-11-21,B07K19NYZ8,Not Used,ELEC20,0.2,6.5,1
12377,44137,2019-11-21,B0B9XLX8VR,Not Used,AIO20,0.2,24.49,2
12377,44138,2019-11-21,B07XLML2YS,Not Used,ELEC20,0.2,12.99,1
12377,44138,2019-11-21,B08DDRGWTJ,Used,NE20,0.2,12.99,1
12377,44139,2019-11-21,B01N90RZ4M,Not Used,ELEC20,0.2,6.5,1
12377,44139,2019-11-21,B07VX71FZP,Not Used,NE20,0.2,6.5,1
12377,44140,2019-11-21,B07XLML2YS,Not Used,ELEC20,0.2,12.99,1
12377,44141,2019-11-21,B00KRCBA6E,Not Used,SALE20,0.2,6.5,1
12377,44141,2019-11-21,B06XR9PR5X,Not Used,WEMP20,0.2,6.5,1
12377,44141,2019-11-21,B07LFWP97N,Not Used,SALE20,0.2,6.5,1
12377,44141,2019-11-21,B0B9XLX8VR,Not Used,SALE20,0.2,6.5,1
12383,32617,2019-07-13,B08NCKT9FG,Not Used,SALE10,0.1,6.0,1
12383,32619,2019-07-13,B07XLML2YS,Not Used,ELEC10,0.1,6.0,5
12383,32620,2019-07-13,B01JOFKL0A,Not Used,SALE10,0.1,6.0,1
12383,32620,2019-07-13,B06XR9PR5X,Not Used,SALE10,0.1,6.0,1
12383,32620,2019-07-13,B07Z1X6VFC,Not Used,SALE10,0.1,6.0,1
12383,32620,2019-07-13,B08NCKT9FG,Used,SALE10,0.1,6.0,1
12383,32621,2019-07-13,B07XLML2YS,Not Used,ELEC10,0.1,6.0,1
12383,32622,2019-07-13,B07VX71FZP,Not Used,ELEC10,0.1,6.0,1
12383,32624,2019-07-13,B01N90RZ4M,Used,ELEC10,0.1,6.0,2
12383,32625,2019-07-13,B08D9NDZ1Y,Not Used,OFF10,0.1,21.92,90
12383,32626,2019-07-13,B07XLML2YS,Not Used,ELEC10,0.1,6.0,1
12383,32627,2019-07-13,B07XLML2YS,Not Used,ELEC10,0.1,19.99,1
12383,32627,2019-07-13,B07XLML2YS,Used,ELEC10,0.1,19.99,1
12383,32627,2019-07-13,B09DL9978Y,Not Used,ELEC10,0.1,19.99,1
12383,32628,2019-07-13,B07XLML2YS,Not Used,ELEC10,0.1,6.0,1
12383,32629,2019-07-13,B07XLML2YS,Used,ELEC10,0.1,6.0,5
12383,32633,2019-07-14,B078KRFWQB,Not Used,NJ10,0.1,6.0,1
12383,32633,2019-07-14,B0798PJPCL,Used,NJ10,0.1,6.0,1
12383,32634,2019-07-14,B07JF9B592,Not Used,SALE10,0.1,6.0,1
12383,32634,2019-07-14,B09WN3SRC7,Not Used,SALE10,0.1,6.0,1
12383,32635,2019-07-14,B00LZLQ624,Used,NJ10,0.1,6.0,4
12383,32636,2019-07-14,B07XLML2YS,Not Used,ELEC10,0.1,12.99,1
12383,32637,2019-07-14,B07DKZCZ89,Not Used,GC10,0.1,0.0,2
