user_id,age,gender
13831,44,Male
13506,60,Male
17796,23,Female
15716,51,Male
18156,30,Male
15221,33,Female
16983,36,Male
17059,52,Female
16327,54,Female
17211,49,Female
17026,24,Male
15570,55,Female
15880,60,Female
16718,38,Male
15808,26,Male
17858,56,Male
16393,27,Male
14161,40,Male
17863,47,Female
16411,48,Female
16402,57,Male
15023,39,Male
17402,35,Male
15426,47,Male
12647,18,Male
15894,59,Male
15867,42,Female
14506,33,Female
15555,33,Female
13034,48,Male
15889,44,Male
15953,24,Male
16143,31,Female
12720,54,Female
16422,47,Female
12747,50,Female
15502,47,Female
12763,41,Female
14081,57,Male
17965,54,Female
14404,44,Male
13579,23,Male
13174,43,Male
15987,22,Male
17677,45,Female
13652,47,Female
12586,46,Female
17428,42,Male
16161,27,Female
16858,24,Male
18219,34,Male
14293,36,Male
14748,23,Male
16638,38,Male
17674,60,Female
12808,59,Male
13094,46,Male
15899,47,Male
12708,37,Female
15898,36,Male
17691,57,Female
17227,57,Female
15039,47,Male
15919,30,Female
13497,24,Male
15860,56,Female
14189,59,Female
15304,51,Male
14867,41,Female
14344,20,Female
12474,54,Male
16719,37,Female
15048,31,Female
15301,50,Male
14708,18,Male
16898,45,Male
14825,51,Female
18113,27,Female
17596,57,Male
15078,55,Male
14085,30,Female
17860,18,Female
13155,43,Male
15028,40,Female
16919,43,Male
17259,30,Male
17019,23,Male
14487,35,Female
16722,21,Female
15882,55,Male
14667,45,Female
16710,56,Male
16550,55,Female
15984,34,Male
17682,51,Female
16658,44,Female
17068,58,Female
15356,30,Female
17223,42,Female
16817,53,Female
13030,45,Female
17191,56,Male
15194,54,Male
14409,42,Male
16654,22,Male
16861,34,Female
16138,43,Male
13481,22,Male
13495,60,Female
17519,52,Female
17218,29,Male
17812,53,Male
14215,32,Male
15602,38,Female
17320,21,Female
16782,36,Female
12913,55,Female
17869,59,Male
13564,35,Female
14850,49,Male
15021,32,Female
13963,20,Male
17450,18,Female
17091,57,Female
17470,28,Female
17616,36,Male
15649,41,Female
12681,54,Female
14907,19,Female
17735,52,Female
16059,36,Female
17720,58,Female
15018,26,Male
14733,31,Female
13756,60,Female
14176,50,Female
13319,26,Male
15353,33,Male
18119,27,Male
17491,38,Female
14282,55,Female
13569,44,Male
15498,53,Female
14673,39,Female
13488,57,Female
16221,52,Male
15002,49,Female
15965,42,Male
15024,28,Male
17675,35,Female
13769,25,Male
16904,25,Female
16086,48,Female
13786,32,Male
13880,25,Male
13173,39,Female
15858,41,Female
15180,47,Female
12347,49,Female
14739,38,Female
16293,55,Female
17419,43,Male
16775,18,Male
16306,37,Male
16950,37,Male
17591,26,Female
12839,24,Male
13807,20,Male
16125,48,Male
15081,28,Female
18102,26,Female
16365,28,Male
17870,54,Male
14821,20,Male
16863,24,Female
13078,30,Male
13267,31,Female
13050,36,Female
12709,41,Male
15628,58,Male
12386,44,Female
14796,50,Male
16779,19,Female
13599,37,Female
13329,57,Male
18077,19,Male
14744,20,Male
17406,49,Female
15750,50,Male
13983,49,Female
13842,52,Male
12441,52,Male
13199,20,Female
14032,33,Male
17706,54,Male
16081,22,Male
16525,40,Female
14952,29,Female
17975,26,Female
16122,34,Male
13126,55,Female
15973,21,Female
16558,52,Female
16713,46,Female
16893,57,Female
15529,30,Female
18043,19,Male
16016,37,Female
17722,60,Female
17324,26,Female
17341,41,Female
14051,31,Male
15916,26,Female
16233,43,Male
16385,25,Male
15032,34,Female
17213,36,Male
18061,30,Male
13113,29,Female
16553,41,Male
13455,18,Male
14217,36,Female
17262,46,Female
14299,51,Male
18259,34,Male
17676,48,Male
16679,30,Male
18269,26,Female
12766,30,Male
15298,36,Male
18193,36,Male
13523,25,Female
12870,60,Male
15005,45,Female
15581,49,Female
15680,56,Female
13649,46,Male
17894,26,Male
13270,43,Female
14618,29,Male
14866,30,Male
13077,52,Male
13115,20,Male
13531,28,Female
13848,27,Male
13140,40,Female
15713,22,Male
17999,32,Male
15347,22,Male
17340,54,Female
13984,38,Male
15996,59,Male
14030,51,Male
16252,33,Female
16596,26,Female
16700,48,Female
16011,45,Female
17655,21,Male
16717,56,Female
14243,30,Female
12963,52,Male
15079,22,Female
14437,39,Female
12942,31,Male
15660,21,Female
18092,49,Male
15358,35,Female
12481,55,Male
12721,51,Male
12621,58,Female
18071,47,Female
12683,57,Female
12755,53,Female
13854,51,Male
12797,47,Male
13369,28,Female
12494,41,Male
17857,43,Male
17411,20,Male
14932,56,Female
12429,35,Female
14987,29,Male
14355,50,Female
17526,39,Male
14896,38,Male
14440,25,Male
13240,60,Female
14479,25,Female
16065,25,Male
17430,35,Female
16520,30,Female
15945,48,Female
15181,45,Male
15856,55,Male
13102,21,Female
14205,36,Male
17702,48,Male
15271,46,Female
13982,36,Male
15288,56,Male
17978,53,Male
16795,33,Male
16519,43,Male
17816,31,Male
13021,23,Female
16255,31,Female
17671,37,Male
17646,28,Female
12649,53,Male
16350,48,Male
12872,34,Female
17339,18,Female
18230,32,Female
16499,29,Female
17097,26,Male
15192,38,Male
14441,26,Female
15279,60,Male
16579,59,Female
15380,49,Male
17442,42,Male
17950,48,Female
12826,19,Female
17456,51,Male
17307,37,Female
15811,20,Male
13327,50,Male
17700,18,Female
13136,34,Male
15535,59,Female
12605,50,Female
15329,25,Male
15211,19,Male
15596,24,Female
16163,22,Female
16907,55,Female
17576,45,Female
14713,56,Male
14702,18,Female
13230,20,Male
13969,39,Male
17530,38,Female
15805,25,Male
17696,47,Female
17076,19,Female
17827,27,Male
16265,49,Female
17880,26,Female
13000,26,Female
17790,42,Female
12731,52,Male
14419,54,Male
14082,48,Male
17912,26,Female
15723,29,Female
16656,51,Male
14037,59,Male
14256,45,Female
14543,51,Male
16062,21,Female
18116,18,Female
16019,44,Male
18178,49,Female
18065,26,Female
13148,30,Male
12989,36,Male
14107,27,Male
15881,51,Female
12785,33,Female
16727,39,Male
15514,36,Male
13787,49,Female
17865,41,Male
17220,42,Male
16565,44,Female
16873,47,Female
14062,34,Female
15179,25,Male
18016,27,Female
14448,28,Male
15503,39,Female
17251,36,Female
16923,38,Male
14159,60,Female
17126,21,Female
15224,42,Female
14577,60,Female
12753,28,Female
17236,24,Female
17372,43,Male
16367,60,Female
12875,40,Male
17917,38,Female
16010,18,Male
17085,47,Male
13668,21,Female
14684,30,Male
17188,26,Female
15547,21,Male
15998,37,Male
14413,28,Male
18004,27,Male
13959,34,Male
16665,33,Male
15454,20,Female
15044,24,Male
17937,36,Male
14608,54,Male
17618,51,Female
14505,20,Female
18037,26,Female
13198,60,Female
12540,22,Male
13225,47,Male
15361,21,Male
15689,26,Male
14290,44,Female
13209,40,Female
13999,26,Male
14498,51,Female
15854,43,Female
16701,50,Female
16927,53,Male
17990,22,Female
14544,26,Male
17338,32,Male
17231,45,Female
17799,28,Female
14565,24,Female
16726,47,Male
17303,22,Female
14639,48,Female
17611,35,Male
17179,47,Male
17524,50,Male
12476,56,Male
17293,56,Male
17890,46,Female
17375,22,Male
17371,21,Male
17969,49,Male
15159,41,Male
13211,56,Male
15777,32,Female
14525,47,Male
13324,21,Male
13802,40,Male
13948,54,Female
13008,32,Female
14206,54,Female
16202,21,Female
16442,49,Male
18075,39,Female
15468,47,Male
16570,35,Male
14524,30,Female
18141,32,Male
12434,32,Male
16810,44,Female
14961,60,Female
17041,60,Female
16458,51,Male
16083,41,Male
16262,50,Female
17194,51,Male
14057,35,Female
14871,29,Male
13178,38,Male
18044,34,Female
16812,32,Male
16191,21,Male
12370,54,Female
14298,18,Female
17158,33,Female
14415,26,Female
16899,43,Male
16531,22,Male
17404,28,Male
16556,55,Female
16805,29,Female
16503,55,Female
17739,51,Female
13238,26,Female
12829,30,Female
13097,20,Female
12867,51,Female
15392,19,Male
13846,30,Male
14401,44,Female
16145,56,Male
17629,54,Female
14150,45,Male
13496,21,Male
13611,27,Male
16954,49,Male
17454,26,Male
17449,19,Male
17230,23,Female
12865,32,Female
15950,27,Male
15512,32,Male
17525,59,Male
13458,37,Male
14426,56,Male
16003,37,Female
13092,44,Female
13426,32,Female
15101,35,Male
17033,60,Male
13221,44,Female
14201,41,Female
17692,21,Female
15822,48,Male
16134,34,Female
17551,28,Male
18050,48,Male
14913,48,Male
12666,51,Female
15641,30,Male
13124,44,Female
17214,55,Male
15456,48,Female
15062,35,Female
12928,52,Female
15727,52,Male
17980,38,Female
15290,55,Female
17752,56,Female
15615,53,Female
12577,35,Male
17044,42,Male
13829,20,Female
17633,57,Male
13266,46,Male
17820,38,Male
15664,53,Female
17189,33,Female
17496,51,Male
16607,24,Male
13317,56,Female
13890,29,Male
17001,50,Male
15246,53,Male
16996,21,Female
15482,37,Female
16037,34,Female
14841,48,Female
16670,45,Female
16985,60,Female
16705,45,Female
16470,57,Male
14414,45,Female
15563,23,Female
12980,22,Male
16746,37,Female
14878,27,Male
16743,45,Female
17146,45,Female
12877,56,Female
15394,27,Male
14621,31,Male
15379,35,Male
14309,34,Male
17288,31,Male
14709,55,Male
15157,27,Male
17744,59,Female
16316,41,Female
15620,31,Male
15789,41,Male
16560,29,Female
13534,24,Male
17580,24,Female
14777,34,Female
15759,46,Female
14373,19,Male
18176,27,Male
15366,25,Female
14735,55,Female
16271,28,Female
18223,33,Male
15532,19,Male
16816,54,Female
16684,54,Female
14334,58,Male
16945,34,Male
14643,30,Female
15197,19,Male
14220,33,Female
13874,25,Male
18260,24,Female
17848,26,Female
17392,29,Female
12348,53,Female
14985,29,Male
13004,39,Male
14560,37,Female
12931,56,Female
13627,57,Female
12551,33,Male
12782,20,Male
14769,50,Female
15780,58,Male
12417,32,Female
17315,34,Female
16711,36,Female
12726,20,Male
15204,51,Female
17888,42,Male
17007,30,Male
15160,18,Male
14016,53,Male
13033,47,Female
12691,19,Female
13869,54,Female
14146,31,Female
12705,45,Female
16885,36,Female
17913,27,Male
12668,37,Male
14472,33,Male
17358,32,Female
16686,21,Female
18245,45,Male
17343,47,Female
18256,49,Male
16153,60,Male
12377,27,Male
14646,51,Male
12944,20,Female
15312,49,Female
14099,34,Female
14113,36,Male
13104,43,Male
17204,37,Female
13027,23,Female
17621,24,Male
17090,54,Male
14119,22,Female
15527,33,Male
18097,58,Female
15460,44,Female
15034,42,Male
12423,35,Male
12678,27,Male
15208,47,Male
17306,57,Female
14737,57,Male
13029,33,Female
16270,38,Female
13487,23,Female
12515,50,Female
17400,19,Male
17593,54,Female
13953,49,Female
14533,50,Female
12734,44,Female
14944,45,Female
17239,35,Female
14532,46,Male
12383,30,Male
15562,44,Male
15587,46,Female
13922,47,Female
13817,34,Male
12585,45,Female
13165,19,Female
13304,38,Female
13313,29,Male
16875,32,Male
16282,46,Male
12957,47,Male
14462,26,Female
13397,57,Male
13680,26,Male
12483,29,Male
15164,53,Male
17457,27,Male
14732,60,Male
14221,50,Female
14553,57,Female
13253,38,Female
17389,49,Female
12578,60,Male
15841,26,Male
16112,56,Female
13629,57,Male
16600,28,Female
15661,20,Male
16532,54,Female
15266,47,Female
14653,21,Female
16771,36,Male
17585,24,Male
15046,50,Female
13082,29,Female
15464,27,Male
18226,38,Female
18062,38,Male
12415,47,Female
12503,33,Male
17368,24,Male
14258,24,Male
15719,54,Male
13368,53,Female
17634,52,Female
16676,25,Female
16424,30,Male
18283,60,Female
12735,52,Female
13764,46,Female
13656,44,Male
12413,41,Male
14312,47,Male
13280,39,Male
15845,27,Male
16094,21,Female
13187,39,Male
16567,36,Male
14828,58,Male
12530,26,Female
16551,47,Male
16889,20,Female
16473,37,Female
13750,25,Female
12501,38,Female
15607,58,Male
15139,31,Male
12489,56,Female
17707,23,Male
18198,48,Male
12484,32,Female
18179,22,Female
17284,26,Male
13233,32,Female
14889,36,Female
12480,42,Male
14672,37,Male
13593,26,Female
13162,48,Female
13183,35,Male
17095,46,Female
12939,57,Male
15611,25,Male
17114,59,Male
15059,20,Female
16326,37,Female
17128,52,Female
14761,51,Female
17555,20,Male
12651,36,Female
16735,37,Male
16833,52,Female
17800,31,Female
16748,19,Female
14755,48,Male
16549,49,Male
13565,33,Male
15799,41,Female
18032,29,Female
13451,20,Female
14794,49,Female
12539,20,Male
12500,51,Female
18171,32,Female
16279,32,Male
12524,24,Male
17811,46,Male
16850,31,Female
14321,22,Female
15326,53,Male
17849,46,Female
13672,34,Male
14229,37,Male
13107,18,Female
16497,51,Male
16303,56,Female
15281,59,Female
12736,38,Female
13473,47,Female
14320,36,Female
12393,57,Male
17742,43,Female
16351,33,Male
12601,42,Male
13144,54,Male
15346,60,Male
15370,54,Female
12643,43,Male
14295,20,Female
16034,49,Female
17365,29,Male
15189,58,Female
14669,28,Female
18095,60,Female
15518,51,Male
15749,24,Male
14209,21,Male
15569,49,Female
12728,58,Male
17569,35,Male
13784,48,Female
12724,51,Male
13862,20,Male
16791,47,Male
16235,29,Female
14270,41,Female
12665,29,Male
12523,21,Male
16655,23,Male
16359,54,Female
16554,38,Male
12359,35,Female
15939,31,Male
14587,24,Female
14715,33,Male
14185,57,Male
12437,51,Female
14040,44,Female
12652,39,Male
14514,31,Male
15171,23,Female
14167,39,Male
17048,42,Female
17364,54,Male
13284,37,Female
16500,21,Female
12951,39,Male
15835,27,Female
18190,58,Male
13993,51,Female
14114,60,Female
15447,52,Male
16315,60,Female
14978,31,Male
16395,28,Female
15510,22,Male
13614,52,Female
13246,35,Female
15687,53,Male
16493,42,Male
12490,31,Female
12672,27,Male
13385,46,Female
15626,29,Male
12553,50,Female
15213,48,Female
14175,55,Male
18106,29,Male
15033,39,Female
14329,27,Male
16401,22,Male
16206,22,Female
13782,45,Female
12924,36,Male
16593,20,Female
13700,39,Female
13064,32,Female
13048,57,Male
18069,50,Male
13634,60,Female
16843,25,Female
17064,46,Male
17609,20,Male
15673,50,Female
12626,49,Male
14976,24,Male
12388,39,Female
13527,40,Female
15696,19,Male
15316,23,Female
12673,35,Male
15296,50,Male
17988,48,Female
12820,44,Male
13001,29,Male
14101,36,Female
14238,36,Female
17730,60,Female
13929,44,Female
14657,54,Female
13859,28,Female
18212,31,Male
14292,52,Male
13883,59,Male
18233,50,Female
17018,29,Male
14242,19,Female
12356,50,Male
12346,38,Female
13898,36,Female
16948,21,Female
16997,38,Male
12527,32,Female
15395,55,Female
12510,24,Female
13693,55,Female
13263,21,Male
14428,28,Male
12451,25,Male
12422,30,Female
17708,36,Male
14090,45,Male
15606,55,Male
15831,20,Female
13310,30,Male
14916,45,Male
17602,26,Male
14572,44,Male
13502,59,Female
14784,28,Male
15938,23,Female
12637,28,Male
17418,60,Male
14779,33,Female
16321,59,Female
15262,36,Female
17862,43,Male
16892,57,Male
12402,43,Male
17771,43,Female
15422,40,Female
14770,43,Male
16912,40,Male
15174,35,Male
14895,34,Male
12594,32,Female
17504,21,Male
16387,46,Male
12664,35,Male
16618,24,Male
17277,59,Female
14088,18,Male
17094,49,Female
14692,39,Male
12970,40,Female
17889,36,Female
17644,21,Female
17714,34,Male
12916,45,Female
17769,25,Male
14450,55,Female
16085,30,Male
13659,20,Female
15167,54,Female
15443,50,Female
14224,55,Male
13742,53,Male
17673,43,Male
12727,55,Male
14068,55,Male
13068,50,Female
14368,29,Male
15497,28,Male
12559,46,Female
13819,58,Female
14501,18,Male
14782,47,Male
17861,23,Female
14439,28,Female
18161,28,Male
15820,19,Female
18136,20,Female
16660,43,Male
12693,50,Female
12625,41,Male
13396,41,Female
12935,32,Female
16730,41,Male
14541,50,Male
13551,27,Female
12421,31,Female
15797,54,Male
15052,49,Female
14130,41,Female
15222,28,Male
13615,44,Male
13901,21,Female
13158,53,Male
14257,37,Male
15218,60,Female
15110,39,Male
14534,21,Male
15967,60,Male
16757,50,Male
12854,41,Male
13815,36,Female
18008,52,Female
18277,28,Female
14389,39,Male
13703,32,Female
15339,43,Male
12744,52,Male
16222,37,Male
14341,42,Female
13168,20,Female
16943,60,Male
17515,36,Female
17082,28,Female
14248,51,Female
12609,39,Male
13002,41,Female
16133,42,Female
13049,54,Male
14548,56,Female
13405,54,Male
14049,60,Male
16043,42,Male
15812,47,Female
13837,51,Male
17118,18,Male
14616,25,Female
14233,42,Male
17075,53,Male
16714,50,Female
13098,56,Male
17027,37,Female
12591,36,Male
17786,38,Female
16124,20,Female
16409,52,Male
13754,33,Male
15227,55,Male
12997,34,Female
15215,59,Male
16918,31,Female
16882,51,Female
14442,21,Female
16496,36,Female
12764,33,Female
17311,42,Female
15910,55,Female
16949,42,Male
14970,58,Male
14701,51,Female
12645,25,Female
12468,29,Female
16767,22,Female
14738,33,Female
17540,38,Male
14239,42,Female
18125,53,Male
13328,49,Female
15549,55,Male
15864,56,Male
14662,30,Male
17180,46,Female
15057,38,Female
12574,20,Female
13330,30,Female
13552,51,Female
12853,26,Female
13538,49,Female
16755,32,Male
14133,31,Female
16523,43,Male
14659,23,Male
13141,24,Male
15365,55,Female
13707,23,Male
13709,59,Female
17329,19,Female
14805,58,Male
16897,36,Female
15579,45,Female
14595,26,Male
13161,57,Male
15415,23,Male
17431,19,Male
17463,35,Female
14502,51,Female
12528,47,Male
15448,47,Male
17314,19,Male
17373,25,Male
18145,20,Male
14467,48,Female
12908,45,Male
15144,25,Male
14776,57,Female
16403,29,Male
16407,51,Male
17619,21,Male
12778,44,Female
17256,31,Male
17604,28,Female
14006,52,Female
13600,45,Female
15058,51,Male
17147,36,Male
13881,45,Female
16612,48,Male
14627,23,Female
17356,41,Female
12477,34,Male
12836,43,Female
13939,28,Male
16745,44,Female
13606,55,Male
13494,51,Male
12929,60,Female
16419,31,Male
17035,32,Female
15203,53,Female
16515,28,Female
12373,33,Female
18202,25,Male
12775,27,Male
14549,48,Male
15981,25,Male
16110,41,Female
17376,30,Female
13110,34,Male
16716,28,Male
12676,46,Female
15940,57,Male
15971,36,Male
14665,37,Male
14457,51,Male
15589,49,Male
14411,25,Female
17560,27,Female
15226,59,Female
14460,25,Male
16156,37,Male
13728,33,Female
14127,43,Female
16378,21,Female
13894,53,Female
13824,55,Male
18250,47,Female
15270,55,Male
14188,24,Male
18017,22,Female
15421,49,Female
17446,38,Female
12414,41,Female
14798,47,Female
12990,23,Female
12350,28,Male
16992,47,Female
17337,31,Female
16405,33,Male
17071,54,Male
13873,36,Male
17362,50,Female
13394,18,Male
12502,24,Male
16333,31,Female
16030,49,Female
14044,43,Female
13800,49,Male
17672,38,Female
12464,45,Female
13581,33,Male
14540,25,Female
13539,47,Male
15885,42,Male
14497,18,Female
17507,39,Male
13208,41,Male
17334,19,Male
13871,26,Female
16938,43,Male
12754,36,Female
12410,21,Male
17929,46,Female
14778,36,Male
17517,21,Male
17226,30,Male
13137,53,Female
13725,56,Male
13309,50,Female
12842,59,Male
16109,56,Female
17291,19,Male
15090,22,Female
15199,28,Female
13911,49,Male
14194,55,Female
14842,18,Male
13584,50,Male
17105,46,Female
14438,57,Female
12956,60,Female
15781,55,Male
14410,19,Female
14600,20,Male
