date,product,sales
2020-02-23,B0085W2MUQ,2.6992555315600875
2020-02-24,B0085W2MUQ,1.7597367322363897
2020-02-25,B0085W2MUQ,2.0792023753219766
2020-02-26,B0085W2MUQ,3.5502461177926317
2020-02-27,B0085W2MUQ,2.6579170347301018
2020-02-28,B0085W2MUQ,2.376110772017402
2020-02-29,B0085W2MUQ,3.0926362970426475
2020-03-01,B0085W2MUQ,2.674669823246786
2020-03-02,B0085W2MUQ,2.253633581866129
2020-03-03,B0085W2MUQ,1.9268269678037315
2020-03-04,B0085W2MUQ,3.4862690877689264
2020-03-05,B0085W2MUQ,3.1932541455374768
2020-03-06,B0085W2MUQ,3.3174548308214176
2020-03-07,B0085W2MUQ,4.3494629870671355
2020-03-08,B0085W2MUQ,3.7014698291296164
2020-03-09,B0085W2MUQ,2.1099903130592423
2020-03-10,B0085W2MUQ,2.132215766283915
2020-03-11,B0085W2MUQ,3.1319519082942024
2020-03-12,B0085W2MUQ,3.2713600333250894
2020-03-13,B0085W2MUQ,3.3831980914246627
2020-03-14,B0085W2MUQ,3.653596118054627
2020-03-15,B0085W2MUQ,3.7642649895509996
2020-03-16,B0085W2MUQ,2.5352022287501446
2020-03-17,B0085W2MUQ,2.4556406282972523
2020-03-18,B0085W2MUQ,3.9997940251757784
2020-03-19,B0085W2MUQ,4.70881739441024
2020-03-20,B0085W2MUQ,4.660587739451632
2020-03-21,B0085W2MUQ,3.035899788918823
2020-03-22,B0085W2MUQ,3.362163125274788
2020-03-23,B0085W2MUQ,2.257898244673727
2020-03-24,B0085W2MUQ,2.26089533079559
2020-03-25,B0085W2MUQ,3.5295138465337548
2020-03-26,B0085W2MUQ,4.053925661342546
2020-03-27,B0085W2MUQ,3.695386787276532
2020-03-28,B0085W2MUQ,4.04271293906073
2020-03-29,B0085W2MUQ,3.7185950607794767
2020-03-30,B0085W2MUQ,2.3177908263824607
2020-01-01,B008FWZGSG,2.705655437430468
2020-01-02,B008FWZGSG,4.6525860928610445
2020-01-03,B008FWZGSG,4.0875708113448965
2020-01-04,B008FWZGSG,4.605871457297256
2020-01-05,B008FWZGSG,4.421445401296479
2020-01-06,B008FWZGSG,3.3888805846420738
2020-01-07,B008FWZGSG,3.501281152543444
2020-01-08,B008FWZGSG,3.7777228276728247
2020-01-09,B008FWZGSG,4.414687920855359
2020-01-10,B008FWZGSG,3.5006137318260584
2020-01-11,B008FWZGSG,3.322070429772917
2020-01-12,B008FWZGSG,3.3360799264731833
2020-01-13,B008FWZGSG,3.1787449608350915
2020-01-14,B008FWZGSG,3.3063606200099964
2020-01-15,B008FWZGSG,3.1354042401608004
2020-01-16,B008FWZGSG,2.930763660049055
2020-01-17,B008FWZGSG,3.242870614316065
2020-01-18,B008FWZGSG,2.529461987571349
2020-01-19,B008FWZGSG,2.0490348568218915
2020-01-20,B008FWZGSG,1.3005883897583261
2020-01-21,B008FWZGSG,2.0656758353508873
2020-01-22,B008FWZGSG,1.9842954547856775
2020-01-23,B008FWZGSG,2.3007376901625247
2020-01-24,B008FWZGSG,2.307599148859523
2020-01-25,B008FWZGSG,1.7151929748494457
2020-01-26,B008FWZGSG,2.1769288525438677
2020-01-27,B008FWZGSG,1.6989527480027626
2020-01-28,B008FWZGSG,1.9097087836109248
2020-01-29,B008FWZGSG,2.3450841023303695
2020-01-30,B008FWZGSG,2.8862988753699272
2020-01-31,B008FWZGSG,2.9170744661004684
2020-02-01,B008FWZGSG,2.6323542855645266
2020-02-02,B008FWZGSG,2.6600903284612407
2020-02-03,B008FWZGSG,1.7913010184273774
2020-02-04,B008FWZGSG,1.7364135506369522
2020-02-05,B008FWZGSG,2.6703504426435805
2020-02-06,B008FWZGSG,2.987473735755545
2020-02-07,B008FWZGSG,2.7981112825578616
2020-02-08,B008FWZGSG,2.243950474660999
2020-02-09,B008FWZGSG,2.05052428559674
2020-02-10,B008FWZGSG,1.7183931216858004
2020-02-11,B008FWZGSG,1.7159633207442146
2020-02-12,B008FWZGSG,2.041992451897465
2020-02-13,B008FWZGSG,4.060498479800273
2020-02-14,B008FWZGSG,3.2688304878128256
2020-02-15,B008FWZGSG,2.490973978286501
2020-02-16,B008FWZGSG,2.703442326814925
2020-02-17,B008FWZGSG,2.001596798220802
2020-02-18,B008FWZGSG,2.149430403331601
2020-02-19,B008FWZGSG,2.501463717207649
2020-02-20,B008FWZGSG,2.985655792306774
2020-02-21,B008FWZGSG,2.027544915360982
2020-02-22,B008FWZGSG,1.8691548664928133
2020-02-23,B008FWZGSG,1.8565971047459497
2020-02-24,B008FWZGSG,1.1814529280476052
2020-02-25,B008FWZGSG,1.394670126657092
2020-02-26,B008FWZGSG,2.096617105476683
2020-02-27,B008FWZGSG,2.707066531044864
2020-02-28,B008FWZGSG,1.8478797753152578
2020-02-29,B008FWZGSG,1.837840309299378
2020-03-01,B008FWZGSG,1.4114700071647774
2020-03-02,B008FWZGSG,1.6001370849536818
2020-03-03,B008FWZGSG,1.453775065263569
2020-03-04,B008FWZGSG,1.828074336114892
2020-03-05,B008FWZGSG,2.4798180566475083
2020-03-06,B008FWZGSG,1.8372244510101114
2020-03-07,B008FWZGSG,1.7002702218688186
2020-03-08,B008FWZGSG,1.6780875002746312
2020-03-09,B008FWZGSG,1.5278659974373952
2020-03-10,B008FWZGSG,1.6725540423518201
2020-03-11,B008FWZGSG,1.5343161047312102
2020-03-12,B008FWZGSG,2.1383801320264593
2020-03-13,B008FWZGSG,1.5650164923018448
2020-03-14,B008FWZGSG,1.5457065819929883
2020-03-15,B008FWZGSG,1.5242345468048295
2020-03-16,B008FWZGSG,1.3036829570900375
2020-03-17,B008FWZGSG,1.3946260415533098
2020-03-18,B008FWZGSG,1.8762045965271092
2020-03-19,B008FWZGSG,2.3072675554447066
2020-03-20,B008FWZGSG,1.948544760733795
2020-03-21,B008FWZGSG,1.4108101954591432
2020-03-22,B008FWZGSG,1.3230798723713966
2020-03-23,B008FWZGSG,1.193948775753858
2020-03-24,B008FWZGSG,1.300299796221196
2020-03-25,B008FWZGSG,1.3170131515896948
2020-03-26,B008FWZGSG,1.963879136882612
2020-03-27,B008FWZGSG,1.3438492767650307
2020-03-28,B008FWZGSG,1.3473639710784393
2020-03-29,B008FWZGSG,1.3320660784456748
2020-03-30,B008FWZGSG,1.1389775027683746
2020-01-01,B00C3GBCIS,5.312190886970226
2020-01-02,B00C3GBCIS,4.5973818003696225
2020-01-03,B00C3GBCIS,6.5548664042412055
2020-01-04,B00C3GBCIS,4.957489261364676
2020-01-05,B00C3GBCIS,6.96961001435292
2020-01-06,B00C3GBCIS,5.530378515267102
2020-01-07,B00C3GBCIS,4.2537330847371875
2020-01-08,B00C3GBCIS,5.000637601785746
2020-01-09,B00C3GBCIS,5.884688073686932
2020-01-10,B00C3GBCIS,7.452699700153932
2020-01-11,B00C3GBCIS,7.660354781489412
2020-01-12,B00C3GBCIS,4.720205243434974
2020-01-13,B00C3GBCIS,4.115989701490326
2020-01-14,B00C3GBCIS,3.5384885101837216
2020-01-15,B00C3GBCIS,5.0044954806539215
2020-01-16,B00C3GBCIS,6.815918576732676
2020-01-17,B00C3GBCIS,4.849254596727881
2020-01-18,B00C3GBCIS,4.662025599609741
2020-01-19,B00C3GBCIS,4.790435378606812
2020-01-20,B00C3GBCIS,3.4955706370239223
2020-01-21,B00C3GBCIS,3.4263433347091454
2020-01-22,B00C3GBCIS,4.258302383077553
2020-01-23,B00C3GBCIS,5.321951006749264
2020-01-24,B00C3GBCIS,5.643577038071578
2020-01-25,B00C3GBCIS,3.6468611799216317
2020-01-26,B00C3GBCIS,3.4734254487968723
2020-01-27,B00C3GBCIS,2.8356964412430825
2020-01-28,B00C3GBCIS,4.04417533046646
2020-01-29,B00C3GBCIS,4.228702067542033
2020-01-30,B00C3GBCIS,5.945787514165159
2020-01-31,B00C3GBCIS,6.094859321328899
2020-02-01,B00C3GBCIS,4.950179072767894
2020-02-02,B00C3GBCIS,4.71050127461877
2020-02-03,B00C3GBCIS,2.5373068876987226
2020-02-04,B00C3GBCIS,2.5918767025135367
2020-02-05,B00C3GBCIS,3.158946884285526
2020-02-06,B00C3GBCIS,4.266795975081135
2020-02-07,B00C3GBCIS,4.060583924157644
2020-02-08,B00C3GBCIS,3.7474801826062274
2020-02-09,B00C3GBCIS,4.857720127702024
2020-02-10,B00C3GBCIS,3.4529163468000683
2020-02-11,B00C3GBCIS,2.690311744497802
2020-02-12,B00C3GBCIS,2.782234266715299
2020-02-13,B00C3GBCIS,4.460294944575277
2020-02-14,B00C3GBCIS,5.404204965340418
2020-02-15,B00C3GBCIS,3.8408303510479453
2020-02-16,B00C3GBCIS,3.393315153858732
2020-02-17,B00C3GBCIS,2.0078688100883793
2020-02-18,B00C3GBCIS,2.287136575250387
2020-02-19,B00C3GBCIS,2.8484492151014096
2020-02-20,B00C3GBCIS,4.876517850214307
2020-02-21,B00C3GBCIS,3.2386936401175523
2020-02-22,B00C3GBCIS,2.866761770709524
2020-02-23,B00C3GBCIS,2.859225617436365
2020-02-24,B00C3GBCIS,1.3925547673507976
2020-02-25,B00C3GBCIS,1.717536164590718
2020-02-26,B00C3GBCIS,3.077833935951351
2020-02-27,B00C3GBCIS,3.6831543192387337
2020-02-28,B00C3GBCIS,3.909321279569976
2020-02-29,B00C3GBCIS,3.734680443724512
2020-03-01,B00C3GBCIS,3.9319649345897827
2020-03-02,B00C3GBCIS,3.617722295553951
2020-03-03,B00C3GBCIS,2.4378937231088047
2020-03-04,B00C3GBCIS,3.3084030074193174
2020-03-05,B00C3GBCIS,5.121332713638792
2020-03-06,B00C3GBCIS,4.740795207678957
2020-03-07,B00C3GBCIS,4.304523257376616
2020-03-08,B00C3GBCIS,4.147136073969489
2020-03-09,B00C3GBCIS,2.619533178752716
2020-03-10,B00C3GBCIS,2.8155757708462037
2020-03-11,B00C3GBCIS,3.2432826536315864
2020-03-12,B00C3GBCIS,4.036351984483786
2020-03-13,B00C3GBCIS,4.459348282458681
2020-03-14,B00C3GBCIS,3.856969475890901
2020-03-15,B00C3GBCIS,4.349882642884794
2020-03-16,B00C3GBCIS,2.44710078519535
2020-03-17,B00C3GBCIS,2.4342774650389054
2020-03-18,B00C3GBCIS,3.007049066553118
2020-03-19,B00C3GBCIS,5.104736307957154
2020-03-20,B00C3GBCIS,4.5640418284267
2020-03-21,B00C3GBCIS,3.153078780197462
2020-03-22,B00C3GBCIS,3.299585599607492
2020-03-23,B00C3GBCIS,2.397184229554104
2020-03-24,B00C3GBCIS,2.482392846153178
2020-03-25,B00C3GBCIS,2.8229200579375466
2020-03-26,B00C3GBCIS,4.241999788884574
2020-03-27,B00C3GBCIS,3.180393424921803
2020-03-28,B00C3GBCIS,3.24820737593372
2020-03-29,B00C3GBCIS,3.192785561558175
2020-03-30,B00C3GBCIS,2.0344831677816897
2020-01-01,B00J5DYCCA,2.3210167579956167
2020-01-02,B00J5DYCCA,2.8706598814927196
2020-01-03,B00J5DYCCA,3.3038276627835494
2020-01-04,B00J5DYCCA,3.520159448417164
2020-01-05,B00J5DYCCA,3.887683186042646
2020-01-06,B00J5DYCCA,2.6630718449659634
2020-01-07,B00J5DYCCA,3.142920119446222
2020-01-08,B00J5DYCCA,3.544844054566369
2020-01-09,B00J5DYCCA,4.131870339155761
2020-01-10,B00J5DYCCA,3.6114276664546665
2020-01-11,B00J5DYCCA,2.969445637231042
2020-01-12,B00J5DYCCA,3.526483441270736
2020-01-13,B00J5DYCCA,2.546666916740093
2020-01-14,B00J5DYCCA,1.6925926801254505
2020-01-15,B00J5DYCCA,1.7069915531741273
2020-01-16,B00J5DYCCA,1.7404736521790272
2020-01-17,B00J5DYCCA,2.1387205599399306
2020-01-18,B00J5DYCCA,2.197304997277387
2020-01-19,B00J5DYCCA,1.9794666149103917
2020-01-20,B00J5DYCCA,1.3855969631517677
2020-01-21,B00J5DYCCA,1.6067728248272017
2020-01-22,B00J5DYCCA,1.3854779075836108
2020-01-23,B00J5DYCCA,2.0782855014140194
2020-01-24,B00J5DYCCA,1.3630404020937847
2020-01-25,B00J5DYCCA,1.5670984899190294
2020-01-26,B00J5DYCCA,2.489200848525097
2020-01-27,B00J5DYCCA,1.4014191082091054
2020-01-28,B00J5DYCCA,1.6129991096148222
2020-01-29,B00J5DYCCA,1.9470566421385784
2020-01-30,B00J5DYCCA,2.7529592698491534
2020-01-31,B00J5DYCCA,3.5709655053165985
2020-02-01,B00J5DYCCA,2.12125052511194
2020-02-02,B00J5DYCCA,1.5780475034582087
2020-02-03,B00J5DYCCA,1.4459579889544
2020-02-04,B00J5DYCCA,1.9539196229362432
2020-02-05,B00J5DYCCA,2.191003474090958
2020-02-06,B00J5DYCCA,2.4084731534067134
2020-02-07,B00J5DYCCA,2.3282137058767516
2020-02-08,B00J5DYCCA,2.134606562400693
2020-02-09,B00J5DYCCA,2.106800331197254
2020-02-10,B00J5DYCCA,1.5598112278097391
2020-02-11,B00J5DYCCA,1.44477046113772
2020-02-12,B00J5DYCCA,2.198996773565842
2020-02-13,B00J5DYCCA,3.2965976515344657
2020-02-14,B00J5DYCCA,2.9584963538285036
2020-02-15,B00J5DYCCA,2.7119061305799157
2020-02-16,B00J5DYCCA,2.2256706299468263
2020-02-17,B00J5DYCCA,1.2010379749824864
2020-02-18,B00J5DYCCA,1.455260153673144
2020-02-19,B00J5DYCCA,1.7860799277380386
2020-02-20,B00J5DYCCA,3.6204025298725275
2020-02-21,B00J5DYCCA,2.2180539905626935
2020-02-22,B00J5DYCCA,1.9885874177896021
2020-02-23,B00J5DYCCA,1.9873699239425449
2020-02-24,B00J5DYCCA,1.4178073291132836
2020-02-25,B00J5DYCCA,1.4861955266810896
2020-02-26,B00J5DYCCA,2.0267191884182485
2020-02-27,B00J5DYCCA,3.1814163576007095
2020-02-28,B00J5DYCCA,1.9662627566802737
2020-02-29,B00J5DYCCA,2.1251998684621314
2020-03-01,B00J5DYCCA,1.7393840033941108
2020-03-02,B00J5DYCCA,1.450732560919118
2020-03-03,B00J5DYCCA,1.4002221400258914
2020-03-04,B00J5DYCCA,1.677485728725301
2020-03-05,B00J5DYCCA,2.1797995494543
2020-03-06,B00J5DYCCA,1.6919623065782683
2020-03-07,B00J5DYCCA,2.0421043341020386
2020-03-08,B00J5DYCCA,1.8697130820023193
2020-03-09,B00J5DYCCA,1.6741920533882493
2020-03-10,B00J5DYCCA,1.5720210364712526
2020-03-11,B00J5DYCCA,1.594974853853631
2020-03-12,B00J5DYCCA,1.8677992835775867
2020-03-13,B00J5DYCCA,1.574002397134467
2020-03-14,B00J5DYCCA,1.5504621160478154
2020-03-15,B00J5DYCCA,1.5845592169771379
2020-03-16,B00J5DYCCA,1.1658190727526323
2020-03-17,B00J5DYCCA,1.17668880118464
2020-03-18,B00J5DYCCA,1.7576520975439331
2020-03-19,B00J5DYCCA,2.1340727523472656
2020-03-20,B00J5DYCCA,1.7022760416237077
2020-03-21,B00J5DYCCA,1.3723095581829605
2020-03-22,B00J5DYCCA,1.370804863982375
2020-03-23,B00J5DYCCA,1.0675063318749778
2020-03-24,B00J5DYCCA,1.0478272945132296
2020-03-25,B00J5DYCCA,1.2955398712328956
2020-03-26,B00J5DYCCA,1.7277538041102598
2020-03-27,B00J5DYCCA,1.2545899172109716
2020-03-28,B00J5DYCCA,1.3881298238415936
2020-03-29,B00J5DYCCA,1.3179200747518303
2020-03-30,B00J5DYCCA,1.0521154528450885
2020-01-01,B00KIDSU8S,3.222022976640402
2020-01-02,B00KIDSU8S,3.575804484015459
2020-01-03,B00KIDSU8S,6.019494353568079
2020-01-04,B00KIDSU8S,4.928179590968068
2020-01-05,B00KIDSU8S,5.124085295177309
2020-01-06,B00KIDSU8S,3.7345675580980227
2020-01-07,B00KIDSU8S,4.453613477608558
2020-01-08,B00KIDSU8S,3.7821193399085953
2020-01-09,B00KIDSU8S,6.611091478782846
2020-01-10,B00KIDSU8S,5.887317480003952
2020-01-11,B00KIDSU8S,4.517982925860782
2020-01-12,B00KIDSU8S,4.484700264343514
2020-01-13,B00KIDSU8S,3.7553227120224464
2020-01-14,B00KIDSU8S,3.1099182885840317
2020-01-15,B00KIDSU8S,2.8197224393620055
2020-01-16,B00KIDSU8S,3.55575911163036
2020-01-17,B00KIDSU8S,3.6571683787269538
2020-01-18,B00KIDSU8S,4.1819208113295
2020-01-19,B00KIDSU8S,3.7935751024715576
2020-01-20,B00KIDSU8S,2.841952156253285
2020-01-21,B00KIDSU8S,2.4026989383591757
2020-01-22,B00KIDSU8S,2.40378821327902
2020-01-23,B00KIDSU8S,3.241779456901804
2020-01-24,B00KIDSU8S,3.5248168663486097
2020-01-25,B00KIDSU8S,4.127281640398846
2020-01-26,B00KIDSU8S,3.695365128464314
2020-01-27,B00KIDSU8S,2.145598694840497
2020-01-28,B00KIDSU8S,2.4918659636342073
2020-01-29,B00KIDSU8S,2.5179482069283226
2020-01-30,B00KIDSU8S,4.378847481089203
2020-01-31,B00KIDSU8S,4.504927115987031
2020-02-01,B00KIDSU8S,3.784746997812858
2020-02-02,B00KIDSU8S,3.4488310734225016
2020-02-03,B00KIDSU8S,2.2510389839065588
2020-02-04,B00KIDSU8S,2.825573138463905
2020-02-05,B00KIDSU8S,3.241644896652515
2020-02-06,B00KIDSU8S,3.3530840568660523
2020-02-07,B00KIDSU8S,3.0065316817958685
2020-02-08,B00KIDSU8S,3.7739633117937057
2020-02-09,B00KIDSU8S,2.5848250800180774
2020-02-10,B00KIDSU8S,2.4066374911531137
2020-02-11,B00KIDSU8S,2.6829299693523585
2020-02-12,B00KIDSU8S,2.5575614067753354
2020-02-13,B00KIDSU8S,3.7913482557381184
2020-02-14,B00KIDSU8S,2.354937735345416
2020-02-15,B00KIDSU8S,3.51495751378357
2020-02-16,B00KIDSU8S,3.9198446348160454
2020-02-17,B00KIDSU8S,1.7170618743323283
2020-02-18,B00KIDSU8S,2.5223743910654064
2020-02-19,B00KIDSU8S,2.6257284260688074
2020-02-20,B00KIDSU8S,2.7166918852844377
2020-02-21,B00KIDSU8S,2.7646203306995947
2020-02-22,B00KIDSU8S,2.4472669171445087
2020-02-23,B00KIDSU8S,3.629803155767623
2020-02-24,B00KIDSU8S,2.115572310841004
2020-02-25,B00KIDSU8S,1.4008258456604454
2020-02-26,B00KIDSU8S,2.310821042757995
2020-02-27,B00KIDSU8S,3.785515817587304
2020-02-28,B00KIDSU8S,2.187758886563627
2020-02-29,B00KIDSU8S,3.1159679980263535
2020-03-01,B00KIDSU8S,3.109268191590518
2020-03-02,B00KIDSU8S,2.137533609103887
2020-03-03,B00KIDSU8S,2.0794266256289964
2020-03-04,B00KIDSU8S,3.0635657153827482
2020-03-05,B00KIDSU8S,2.952527557874559
2020-03-06,B00KIDSU8S,2.4529148183703975
2020-03-07,B00KIDSU8S,2.632519700373108
2020-03-08,B00KIDSU8S,2.5136008701593786
2020-03-09,B00KIDSU8S,2.2855357646225363
2020-03-10,B00KIDSU8S,1.8856450409565129
2020-03-11,B00KIDSU8S,2.7059916153260657
2020-03-12,B00KIDSU8S,2.6114455305921314
2020-03-13,B00KIDSU8S,3.5289854811293795
2020-03-14,B00KIDSU8S,3.3092133643675092
2020-03-15,B00KIDSU8S,3.7097957640562105
2020-03-16,B00KIDSU8S,1.914031939520713
2020-03-17,B00KIDSU8S,1.7554798688400615
2020-03-18,B00KIDSU8S,3.325640777382071
2020-03-19,B00KIDSU8S,3.724609248254782
2020-03-20,B00KIDSU8S,3.084935985383003
2020-03-21,B00KIDSU8S,3.095690451710563
2020-03-22,B00KIDSU8S,2.7873343748173505
2020-03-23,B00KIDSU8S,1.6637566905023322
2020-03-24,B00KIDSU8S,1.6065851629681458
2020-03-25,B00KIDSU8S,2.452233246133552
2020-03-26,B00KIDSU8S,3.183464163198392
2020-03-27,B00KIDSU8S,3.222768192448177
2020-03-28,B00KIDSU8S,3.3042027706454102
2020-03-29,B00KIDSU8S,2.799480806201139
2020-03-30,B00KIDSU8S,1.9185498908521048
2020-01-01,B00KIE28X0,2.948023236979201
2020-01-02,B00KIE28X0,2.7387198165320408
2020-01-03,B00KIE28X0,3.4559360451500596
2020-01-04,B00KIE28X0,4.174353374049343
2020-01-05,B00KIE28X0,4.868188985066258
2020-01-06,B00KIE28X0,3.778409194075729
2020-01-07,B00KIE28X0,4.130256309835925
2020-01-08,B00KIE28X0,3.8660625506169
2020-01-09,B00KIE28X0,4.154862807892382
2020-01-10,B00KIE28X0,3.9688715869646103
2020-01-11,B00KIE28X0,3.999670349624046
2020-01-12,B00KIE28X0,4.244661779156222
2020-01-13,B00KIE28X0,2.6641387746954206
2020-01-14,B00KIE28X0,2.673342661617954
2020-01-15,B00KIE28X0,2.105128835210249
2020-01-16,B00KIE28X0,2.6584753963220242
2020-01-17,B00KIE28X0,2.231082775857102
2020-01-18,B00KIE28X0,2.3325651090410724
2020-01-19,B00KIE28X0,2.1519015674682067
2020-01-20,B00KIE28X0,1.7787043767916826
2020-01-21,B00KIE28X0,1.766015751117022
2020-01-22,B00KIE28X0,2.188195191915198
2020-01-23,B00KIE28X0,2.2040993636985604
2020-01-24,B00KIE28X0,2.0037314495573137
2020-01-25,B00KIE28X0,1.816703890529518
2020-01-26,B00KIE28X0,2.270021075312186
2020-01-27,B00KIE28X0,1.6285031697704957
2020-01-28,B00KIE28X0,1.7275404460396935
2020-01-29,B00KIE28X0,2.2402623040172687
2020-01-30,B00KIE28X0,2.311890050257244
2020-01-31,B00KIE28X0,2.6574391500499335
2020-02-01,B00KIE28X0,2.1862037832847863
2020-02-02,B00KIE28X0,2.273272872230182
2020-02-03,B00KIE28X0,1.5860281016653313
2020-02-04,B00KIE28X0,1.744844657578985
2020-02-05,B00KIE28X0,2.200082424372705
2020-02-06,B00KIE28X0,2.494300189454416
2020-02-07,B00KIE28X0,2.2769563916178095
2020-02-08,B00KIE28X0,2.0594174532458007
2020-02-09,B00KIE28X0,2.398345898096611
2020-02-10,B00KIE28X0,1.9733408143190474
2020-02-11,B00KIE28X0,1.969723015875188
2020-02-12,B00KIE28X0,2.984614023061734
2020-02-13,B00KIE28X0,3.9218284309433513
2020-02-14,B00KIE28X0,3.0414223580933863
2020-02-15,B00KIE28X0,2.5927482881146977
2020-02-16,B00KIE28X0,3.5416147853153572
2020-02-17,B00KIE28X0,1.6070478111478954
2020-02-18,B00KIE28X0,2.0862790565214073
2020-02-19,B00KIE28X0,2.2416360148035865
2020-02-20,B00KIE28X0,3.0757265666164058
2020-02-21,B00KIE28X0,3.249335804439228
2020-02-22,B00KIE28X0,2.4066097278409484
2020-02-23,B00KIE28X0,2.3100138995256083
2020-02-24,B00KIE28X0,1.7725411966515787
2020-02-25,B00KIE28X0,1.6928813741361441
2020-02-26,B00KIE28X0,2.1137934663466584
2020-02-27,B00KIE28X0,2.662641581716695
2020-02-28,B00KIE28X0,2.087593548501852
2020-02-29,B00KIE28X0,1.9567637551687385
2020-03-01,B00KIE28X0,1.9301113055096502
2020-03-02,B00KIE28X0,1.7074117874583843
2020-03-03,B00KIE28X0,1.5865147438330676
2020-03-04,B00KIE28X0,2.0146515283971125
2020-03-05,B00KIE28X0,2.1159811886725466
2020-03-06,B00KIE28X0,1.8006631877668173
2020-03-07,B00KIE28X0,1.9081988988270961
2020-03-08,B00KIE28X0,1.9453833093230577
2020-03-09,B00KIE28X0,1.6175014796415392
2020-03-10,B00KIE28X0,1.5260055029013433
2020-03-11,B00KIE28X0,1.9211448635511785
2020-03-12,B00KIE28X0,2.0986444828910917
2020-03-13,B00KIE28X0,1.8315445066944684
2020-03-14,B00KIE28X0,2.129771077874427
2020-03-15,B00KIE28X0,1.797461041128471
2020-03-16,B00KIE28X0,1.3765209555967655
2020-03-17,B00KIE28X0,1.3395275722110616
2020-03-18,B00KIE28X0,1.6518418547485647
2020-03-19,B00KIE28X0,2.4112901481167524
2020-03-20,B00KIE28X0,2.603436867550067
2020-03-21,B00KIE28X0,2.0037262223872907
2020-03-22,B00KIE28X0,1.5266368303329174
2020-03-23,B00KIE28X0,1.2750345788643245
2020-03-24,B00KIE28X0,1.230039271042396
2020-03-25,B00KIE28X0,1.5774963337790593
2020-03-26,B00KIE28X0,2.0798642632123308
2020-03-27,B00KIE28X0,1.5149675266480316
2020-03-28,B00KIE28X0,1.6604743992942907
2020-03-29,B00KIE28X0,1.536604315153828
2020-03-30,B00KIE28X0,1.2066078334408596
2020-01-01,B00KRCBA6E,4.332529681700746
2020-01-02,B00KRCBA6E,4.443331861387271
2020-01-03,B00KRCBA6E,5.3892344885459025
2020-01-04,B00KRCBA6E,5.848250322520127
2020-01-05,B00KRCBA6E,7.222814890605587
2020-01-06,B00KRCBA6E,4.374033649935102
2020-01-07,B00KRCBA6E,6.330081305480008
2020-01-08,B00KRCBA6E,5.321775344893167
2020-01-09,B00KRCBA6E,7.220475858685292
2020-01-10,B00KRCBA6E,6.082905776381886
2020-01-11,B00KRCBA6E,8.316553959684354
2020-01-12,B00KRCBA6E,4.371215000097897
2020-01-13,B00KRCBA6E,4.384655637249977
2020-01-14,B00KRCBA6E,2.8134799065628835
